id;key;1::Spanish;
1439;lblInstallTheme;Choose theme;Elija el tema
1440;option_themes_ARRAY_1;Theme 1;Tema 1
1441;option_themes_ARRAY_2;Theme 2;Tema 2
1442;option_themes_ARRAY_3;Theme 3;Tema 3
1443;option_themes_ARRAY_4;Theme 4;Tema 4
1444;option_themes_ARRAY_5;Theme 5;Tema 5
1445;option_themes_ARRAY_6;Theme 6;Tema 6
1446;option_themes_ARRAY_7;Theme 7;Tema 7
1447;option_themes_ARRAY_8;Theme 8;Tema 8
1448;option_themes_ARRAY_9;Theme 9;Tema 9
1449;option_themes_ARRAY_10;Theme 10;Tema 10
1450;lblCurrentlyInUse;Currently in use;Actualmente en uso
1451;btnUseThisTheme;Use this theme;Utilice este tema
1452;front_selected_date;Selected date;Fecha seleccionada
1453;btnAddBooking;Add booking;Añadir reserva
1454;btnAddEmployee;Add employee;Añadir empleado
1455;btnAddService;Add service;Añadir servicio
1456;btnAddUser;Add user;Añadir usuario
1457;infoUsersTitle;List of users;Lista de usuarios
1458;infoUsersDesc;"Below you can see users who have access to the Appointment Scheduler administration pages. Click on ""+ Add user"" button to add a new user.";"A continuación puede ver los usuarios que tienen acceso a las páginas de administración del Programador de citas. Haga clic en el botón ""Añadir usuario"" para agregar un nuevo usuario."
1459;infoAddUserTitle;Add user;Añadir usuario
1460;infoAddUserDesc;"Fill in the form below and click ""Save"" button to add new user. You can decide whether user to receive notifications or not by checking on the check-box ""Notifications"".";"Rellene el siguiente formulario y haga clic en el botón ""Guardar"" para añadir un nuevo usuario. Puede decidir si el usuario recibirá notificaciones o no marcando la casilla de verificación ""Notificaciones""."
1461;infoUpdateUserTitle;Update user;Actualizar usuario
1462;infoUpdateUserDesc;"You can make any changes on the form below and click ""Save"" button to update user information.";"Puede realizar cualquier cambio en el siguiente formulario y haga clic en el botón ""Guardar"" para actualizar la información del usuario."
1463;lblInstallServicesProfessionals;Services & Professionals;Servicios y profesionales
1464;install_opt_ARRAY_both;Both;Ambos
1465;install_opt_ARRAY_service;Services only;Sólo servicios
1466;install_opt_ARRAY_professional;Professionals only;Sólo profesionales
1467;lblInstallCode;Install code;Código de instalación
1468;btnCancelAppointment;Cancel Appointment;Cancelar cita
1469;opt_o_booking_earlier;Accept bookings X hours before appointment start time;Aceptar reservas X horas antes de la hora de inicio de la cita
1470;opt_o_cancel_earlier;Clients can cancel a booking up to X hours before appointment start time;Los clientes pueden cancelar una reserva hasta X horas antes de la hora de inicio de la cita
1471;opt_o_booking_days_earlier;Accept bookings X days ahead;Aceptar reservas con X días de anticipación
1472;cancel_err_ARRAY_6;You need to cancel the booking %s hour(s) before the appointment start.;Es necesario cancelar la reserva %s hora(s) antes del inicio de la cita.
1473;front_unavailable_making_appiontment;The selected date is unavailable for making appointment. Please select another date.;La fecha seleccionada no está disponible para hacer una cita. Seleccione otra fecha.
1474;front_btn_book_slot;Book slot;Espacio libre
1475;script_menu_settings;Settings;Configuración
1476;script_menu_notifications;Notifications;Notificación
1477;script_emails;Emails;Correo
1478;script_sms;SMS;SMS
1479;script_notifications;Notifications;Notificación
1480;script_send_this_notifications;Send this notification;Enviar esta notificación
1481;script_subject;Subject;Tema
1482;script_message;Message;Mensaje
1483;script_change_labels;Change Labels;Cambiar etiquetas
1484;script_menu_payments;Payments;Pagos
1485;infoPaymentsTitle;Payment Options;Opciones de pago
1486;infoPaymentsDesc;Here you can choose your payment methods and set payment gateway accounts and payment preferences. Note that for cash payments the system will not be able to collect deposit amount online.;Aquí puede elegir sus métodos de pago y establecer cuentas de pasarela de pago y preferencias de pago. Tenga en cuenta que para pagos en efectivo, el sistema no podrá cobrar el monto del depósito en línea.
1487;script_offline_payment_methods;Offline Payment Methods;Métodos de pago Offline
1488;script_request_antoher_payment;Request Another Payment Gateway;Solicitar otra pasarela de pago
1489;script_online_payment_gateway;Online payment gateway;Pasarela de pago en línea
1490;script_offline_payment;Offline payment;Pago Offline
1491;opt_o_reminder_body_text;"<div class=""col-xs-6"">\n<p>{Name}</p>\n<p>{Phone}</p>\n<p>{Email}</p>\n<p>{BookingID}</p>\n<p>{Services}</p>\n</div>\n<div class=""col-xs-6"">\n<p>{Price}</p>\n<p>{Deposit}</p>\n<p>{Tax}</p>\n<p>{Total}</p>\n<p>{CancelURL}</p>\n</div>\n";"<div class=""col-xs-6"">\n<p>{Name}</p>\n<p>{Phone}</p>\n<p>{Email}</p>\n<p>{BookingID}</p>\n<p>{Services}</p>\n</div>\n<div class=""col-xs-6"">\n<p>{Price}</p>\n<p>{Deposit}</p>\n<p>{Tax}</p>\n<p>{Total}</p>\n<p>{CancelURL}</p>\n</div>\n"
1492;notifications_ARRAY_client_email_confirmation;Send confirmation email;Enviar correo electrónico de confirmación
1493;notifications_ARRAY_client_email_payment;Send payment confirmation email;Enviar correo electrónico de confirmación de pago
1494;notifications_ARRAY_client_email_cancel;Send cancellation email;Enviar correo electrónico de cancelación
1495;notifications_ARRAY_admin_email_confirmation;Send confirmation email;Enviar correo electrónico de confirmación
1496;notifications_ARRAY_admin_email_payment;Send payment confirmation email;Enviar correo electrónico de confirmación de pago
1497;notifications_ARRAY_admin_email_cancel;Send cancellation email;Enviar correo electrónico de cancelación
1498;notifications_ARRAY_employee_email_confirmation;Send confirmation email;Enviar correo electrónico de confirmación
1499;notifications_ARRAY_employee_email_payment;Send payment confirmation email;Enviar correo electrónico de confirmación de pago
1500;notifications_ARRAY_employee_email_cancel;Send cancellation email;Enviar correo electrónico de cancelación
1501;notifications_titles_ARRAY_client_email_confirmation;Booking Confirmation email sent to Client;Correo electrónico de confirmación de reserva enviado al cliente
1502;notifications_titles_ARRAY_client_email_payment;Payment Confirmation email sent to Client;Correo electrónico de confirmación de pago enviado al cliente
1503;notifications_titles_ARRAY_client_email_cancel;Booking Cancellation email sent to Client;Correo electrónico de cancelación de reserva enviado al cliente
1504;notifications_titles_ARRAY_admin_email_confirmation;New Booking Received email sent to Admin;Nueva reserva Correo electrónico recibido enviado al administrador
1505;notifications_titles_ARRAY_admin_email_payment;Send Payment Confirmation email sent to Admin;Enviar correo electrónico de confirmación de pago enviado al administrador
1506;notifications_titles_ARRAY_admin_email_cancel;Send Cancellation email sent to Admin;Enviar correo electrónico de cancelación enviado al administrador
1507;notifications_titles_ARRAY_employee_email_confirmation;New Booking Received email sent to Employee;Nueva reserva Correo electrónico recibido enviado al empleado
1508;notifications_titles_ARRAY_employee_email_payment;Send Payment Confirmation email sent to Employee;Enviar correo electrónico de confirmación de pago enviado al empleado
1509;notifications_titles_ARRAY_employee_email_cancel;Send Cancellation email sent to Employee;Enviar correo electrónico de cancelación enviado al empleado
1510;notifications_subtitles_ARRAY_client_email_confirmation;This message is sent to client when a new reservation is made.;Este mensaje se envía al cliente cuando se realiza una nueva reserva.
1511;notifications_subtitles_ARRAY_client_email_payment;This message is sent to the client when a payment is made for a new reservation.;Este mensaje se envía al cliente cuando se realiza un pago por una nueva reserva.
1512;notifications_subtitles_ARRAY_client_email_cancel;This message is sent to the client when a client cancels a reservation.;Este mensaje se envía al cliente cuando un cliente cancela una reserva.
1513;notifications_subtitles_ARRAY_admin_email_confirmation;This message is sent to the administrator when a new reservation is made.;Este mensaje se envía al administrador cuando se realiza una nueva reserva.
1514;notifications_subtitles_ARRAY_admin_email_payment;This message is sent to the administrator when a payment for a new reservation is made.;Este mensaje se envía al administrador cuando se realiza un pago por una nueva reserva.
1515;notifications_subtitles_ARRAY_admin_email_cancel;This message is sent to the administrator when a client cancels a reservation.;Este mensaje se envía al administrador cuando un cliente cancela una reserva.
1516;notifications_subtitles_ARRAY_employee_email_confirmation;This message is sent to the employee when a new reservation is made.;Este mensaje se envía al empleado cuando se realiza una nueva reserva.
1517;notifications_subtitles_ARRAY_employee_email_payment;This message is sent to the employee when a payment for a new reservation is made.;Este mensaje se envía al empleado cuando se realiza un pago por una nueva reserva.
1518;notifications_subtitles_ARRAY_employee_email_cancel;This message is sent to the employee when a client cancels a reservation.;Este mensaje se envía al empleado cuando un cliente cancela una reserva.
1519;notifications_subject;Subject;Tema
1520;notifications_message;Message;Mensaje
1521;notifications_is_active;Send this message;Enviar este mensaje
1522;notifications_sms_na;SMS notifications are currently not available for your website. See details;Las notificaciones por SMS no están actualmente disponibles para su sitio web. Ver más detalles
1523;notifications_sms_na_here;here;aqui
1524;notifications_send;Send;Enviar
1525;notifications_do_not_send;Do not send;No enviar
1526;notifications_status;Status;Estatus
1527;notifications_msg_to_client;Messages sent to Clients;Mensajes enviados a los clientes
1528;notifications_msg_to_admin;Messages sent to Admin;Mensajes enviados al administrador
1529;notifications_msg_to_employee;Messages sent to Employee;Mensajes enviados al empleado
1530;notifications_msg_to_default;Messages sent;Mensajes enviados
1531;notifications_main_title;Notifications;Notificación
1532;notifications_main_subtitle;"Automated messages are sent both to client and administrator(s) on specific events. Select message type to edit it - enable/disable or just change message text. For SMS notifications you need to enable SMS service. See more <a href=""https://www.phpjabbers.com/web-sms/"" target=""_blank"">here</a>.";"Los mensajes automatizados se envían tanto al cliente como al administrador en eventos específicos. Seleccione el tipo de mensaje para editarlo - activar / desactivar o simplemente cambiar el texto del mensaje. Para las notificaciones por SMS, debe habilitar el servicio de SMS. Ver más <a href=""https://www.phpjabbers.com/web-sms/"" target=""_blank"">here</a>."
1533;notifications_recipient;Recipient;Destinatario
1534;notifications_tokens_note;Personalize the message by including any of the available tokens and it will be replaced with corresponding data.;Personalice el mensaje incluyendo cualquiera de los tokens disponibles y se reemplazará con los datos correspondientes.
1535;notifications_tokens;Available tokens:;Tokens disponibles:
1536;recipients_ARRAY_client;Client;Cliente
1537;recipients_ARRAY_admin;Administrator;Administrador
1538;recipient_admin_note;"Go to <a href=""index.php?controller=pjBaseUsers&action=pjActionIndex"">Users menu</a> and edit each administrator profile to select if they should receive ""Admin notifications"" or not.";"Vaya a <a href=""index.php?controller=pjBaseUsers&action=pjActionIndex"">Meniu de usuario</a> y edite cada perfil de administrador para seleccionar si deben recibir ""Notificaciones de administrador"" o no."
1539;recipients_ARRAY_employee;Employee;Empleado
1540;opt_o_email_body_text;"<div class=""col-xs-6"">\n<div><small>{Name}</small></div>\n<div><small>{Phone}</small></div>\n<div><small>{Email}</small></div>\n<div><small>{Notes}</small></div>\n<div><small>{Address1}</small></div>\n<div><small>{Address2}</small></div>\n<div><small>{City}</small></div>\n<div><small>{State}</small></div>\n<div><small>{Zip}</small></div>\n<div><small>{Country}</small></div>\n\n</div>\n<div class=""col-xs-6"">\n<div><small>{BookingID}</small></div>\n<div><small>{Services}</small></div>\n<div><small>{PaymentMethod}</small></div>\n<div><small>{Price}</small></div>\n<div><small>{Deposit}</small></div>\n<div><small>{Tax}</small></div>\n<div><small>{Total}</small></div>\n<div><small>{CancelURL}</small></div>\n </div>\n";"<div class=""col-xs-6"">\n<div><small>{Name}</small></div>\n<div><small>{Phone}</small></div>\n<div><small>{Email}</small></div>\n<div><small>{Notes}</small></div>\n<div><small>{Address1}</small></div>\n<div><small>{Address2}</small></div>\n<div><small>{City}</small></div>\n<div><small>{State}</small></div>\n<div><small>{Zip}</small></div>\n<div><small>{Country}</small></div>\n\n</div>\n<div class=""col-xs-6"">\n<div><small>{BookingID}</small></div>\n<div><small>{Services}</small></div>\n<div><small>{PaymentMethod}</small></div>\n<div><small>{Price}</small></div>\n<div><small>{Deposit}</small></div>\n<div><small>{Tax}</small></div>\n<div><small>{Total}</small></div>\n<div><small>{CancelURL}</small></div>\n </div>\n"
1541;tab_default;Default;Predeterminado
1542;tab_days_off;Days off;Días libres
1543;btn_set_wtime;Set Working Times;Establecer horarios de trabajo
1544;day;Day;Dia
1545;hours;Working hours;Horario de trabajo
1546;lunch_break;Lunch break;Descanso
1547;day_off;Day off;Día libre
1548;lunch_off;Lunch off;Descanso
1549;set_working_times;Set Working Times;Establecer horarios de trabajo
1550;select_day;Select day;Seleccionar día
1551;choose;Choose;Elige
1552;btn_cancel;Cancel;Cancelar
1553;wokring_from;Working Time From;Horario de trabajo desde
1554;wokring_to;Working Time To;Hora laborable hasta
1555;from;From;De
1556;to;To;A
1557;lunch_from;Lunch Break From;Almuerzo desde
1558;lunch_to;Lunch Break To;Almuerzo hasta
1559;invalid_selected_time;Working Time From must precede Working Time To;El horario de trabajo desde debe preceder al horario de trabajo hasta
1560;duplicated_time;Duplicated time on %s.;Tiempo duplicado en %s.
1561;error_titles_ARRAY_PAMT01;Working Time Updated!;Horario de Trabajo actualizado!
1562;error_bodies_ARRAY_PAMT01;All changes made to the default working time have been saved successfully. ;Todos los cambios realizados en el horario de trabajo predeterminado se han guardado correctamente.
1563;btn_add_day_off;Add custom;Añadir personalizado
1564;add_day_off;Add custom working time;Añadir horario de trabajo personalizado
1565;from_date;From Date;A partir de la fecha
1566;to_date;To Date;Hasta la fecha
1567;from_time;From Time;De las
1568;to_time;To Time;Hasta las
1569;dates;Date(s);Fecha(s)
1570;hour;Hour;Hora
1571;all_day;All day;Todo el día
1572;invalid_dates_off;From Date must precede To Date;Desde la fecha debe preceder hasta la fecha
1573;invalid_day_off_time;From Time must precede To Time;De Tiempo debe preceder a Tiempo
1574;advance_search;Advance Search;Búsqueda avanzada
1575;btn_select_image;Select image;Seleccionar imagen
1576;btn_change_image;Change image;Cambiar imagen
1577;dash_next_7_days;Next 7 days;Próximos 7 días
1578;dash_upcoming_bookings;Upcoming Bookings;Próximas reservas
1579;dash_confirmed;confirmed;confirmar
1580;dash_pending;pending;pendiente
1581;dash_this_month;This Month;Este mes
1582;dash_all_bookings;All Bookings;Todas las reservas
1583;dash_singular_booking;booking;reserva
1584;dash_plural_bookings;bookings;reserva
1585;dash_total_amount;total amount;cantidad total
1586;dash_updated;Updated;Actualizar
1587;dash_booking_past_6_months;Bookings past 6 months;Reservas pasadas 6 meses
1588;dash_what_on_today;What's on today?;Pendientes para hoy!
1589;dash_you_have;You have;Usted tiene
1590;dash_bookings_today;bookings today;reservas hoy
1591;dash_booking_today;booking today;reserva hoy
1592;dash_view_schedule;View Schedule;Ver calendario
1593;dash_service;Service;Servicio
1594;dash_duration;Duration;Duración
1595;dash_hours;hours;horas
1596;dash_hour;hour;hora
1597;dash_mins;mins;minutos
1598;dash_min;min;minuto
1599;dash_price;Price;Precio
1600;dash_package;Package;Paquete
1601;dash_latest_bookings;Latest Bookings;Últimas reservas
1602;dash_total;total;total
1603;dash_booking_made;booking made;reserva hecha
1604;dash_bookings_made;bookings made;reservas hechas
1605;dash_view_all_bookings;View All Bookings;Ver todas las reservas
1606;dash_date_time;Date/Time;Fecha/Hora
1607;dash_client;Client;Cliente
1608;dash_service_package;Service;Servicio
1609;dash_status;Status;Estatus
1610;dash_bookings;Bookings;Reservas
1611;dash_no_bookings_found;No bookings found.;No se encontraron reservas.
1612;menu_schedule;Schedule;Calendario
1613;infobox_schedule_title;Schedule;Calendario
1614;infobox_schedule_desc;"By default below you weekly or monthly schedules. Use ""jump to"" to switch to any week/month. You can also print the schedule by clicking on the Print button.";"Por defecto debajo de usted horarios semanales o mensuales. Use ""saltar a"" para cambiar a cualquier semana / mes. También puede imprimir la programación haciendo clic en el botón Imprimir."
1615;jumb_to;Jump to;Ir a
1616;btn_print;Print;Imprimir
1617;week;Week;Semana
1618;available;Available;Disponible
1619;monthly_view;Monthly View;Vista mensual
1620;weekly_view;Weekly View;Vista semanal
1621;send_reminder;Send reminder;Enviar recordatorio
1622;are_you_sure;Are you sure?;¿Está seguro?
1623;cancel_text;Are you sure that you want to cancel the selected service?;¿Está seguro de que desea cancelar el servicio seleccionado?
1624;btn_confirm_cancel;Yes, cancel it!;Sí, cancelarlo!
1625;cancel_appointment;Cancel appointment;Cancelar cita
1626;client_email;Client email;Correo electrónico del cliente
1627;btn_send;Send;Enviar
1628;script_install_your_website;Install your website;Instale su sitio web
1629;script_preview_your_website;Open in new window;Abrir en una nueva ventana
1630;pjAdmin_pjActionIndex;Dashboard;Dashboard
1631;pjAdmin_pjActionProfile;Profile;Perfil
1632;pjAdminSchedule;Schedule Menu;Menú de programación
1633;pjAdminSchedule_pjActionWeekly;Weekly;Semanal
1634;pjAdminSchedule_pjActionPrintWeekly;Print weekly;Imprimir semanalmente
1635;pjAdminSchedule_pjActionCancelServiceWeekly;Cancel Service;Cancelar servicio
1636;pjAdminSchedule_pjActionCancelServiceMonthly;Cancel Service;Cancelar servicio
1637;pjAdminSchedule_pjActionReminderEmailWeekly;Reminder Email;Correo electrónico de recordatorio
1638;pjAdminSchedule_pjActionReminderEmailMonthly;Reminder Email;Correo electrónico de recordatorio
1639;pjAdminSchedule_pjActionMonthly;Monthly;Mensual
1640;pjAdminSchedule_pjActionPrintMonthly;Print weekly;Imprimir semanalmente
1641;pjAdminBookings;Bookings Menu;Menú de reservas
1642;pjAdminBookings_pjActionIndex;Booking List;Lista de reservas
1643;pjAdminBookings_pjActionCreate;Add booking;Añadir reserva
1644;pjAdminBookings_pjActionCheckUID;Check UID;Comprobar UID
1645;pjAdminBookings_pjActionCheckOverwrite;Check Overwrite;Verificar sobrescritura
1646;pjAdminBookings_pjActionGetPrice;Get price;Obtener precio
1647;pjAdminBookings_pjActionGetService;Get service;Obtener servicio
1648;pjAdminBookings_pjActionItemAdd;Item add;Agregar item
1649;pjAdminBookings_pjActionItemDelete;Item delete;Eliminar item
1650;pjAdminBookings_pjActionItemGet;Item get;Obtener item
1651;pjAdminBookings_pjActionItemEmail;Item email;Correo electrónico del item
1652;pjAdminBookings_pjActionItemSms;Item SMS;item SMS
1653;pjAdminBookings_pjActionUpdate;Edit booking;Editar reserva
1654;pjAdminBookings_pjActionDeleteBooking;Delete single booking;Eliminar reserva única
1655;pjAdminBookings_pjActionDeleteBookingBulk;Delete multiple bookings;Eliminar varias reservas
1656;pjAdminBookings_pjActionGetBooking;Show list elements;Mostrar elementos de lista
1657;pjAdminBookings_pjActionSaveBooking;Save booking;Guardar reserva
1658;pjAdminBookings_pjActionList;Booking List for employee;Lista de reservas para empleados
1659;pjAdminBookings_pjActionGetBookingService;Get booking;Obtener reserva
1660;pjAdminBookings_pjActionViewBookingService;View booking service;Ver servicio de reserva
1661;pjAdminServices;Service menu;Menú de servicio
1662;pjAdminServices_pjActionIndex;Service List;Lista de servicios
1663;pjAdminServices_pjActionCreate;Add service;Añadir servicio
1664;pjAdminServices_pjActionUpdate;Edit service;Servicio de edición
1665;pjAdminServices_pjActionDeleteImage;Delete Image;Eliminar imagen
1666;pjAdminServices_pjActionDeleteService;Delete single service;Eliminar servicio único
1667;pjAdminServices_pjActionDeleteServiceBulk;Delete multiple services;Eliminar varios servicios
1668;pjAdminServices_pjActionGetService;Show list elements;Mostrar elementos de lista
1669;pjAdminServices_pjActionSaveService;Save service;Guardar servicio
1670;pjAdminEmployees;Employee menu;Menú de empleados
1671;pjAdminEmployees_pjActionIndex;Employee List;Lista de empleados
1672;pjAdminEmployees_pjActionCreate;Add employee;Añadir empleado
1673;pjAdminEmployees_pjActionCheckEmail;Check Email;Comprobar correo electrónico
1674;pjAdminEmployees_pjActionUpdate;Edit employee;Editar empleado
1675;pjAdminEmployees_pjActionDeleteAvatar;Delete Image;Eliminar imagen
1676;pjAdminEmployees_pjActionDeleteEmployee;Delete single employee;Eliminar un solo empleado
1677;pjAdminEmployees_pjActionDeleteEmployeeBulk;Delete multiple employees;Eliminar varios empleados
1678;pjAdminEmployees_pjActionGetEmployee;Show list elements;Mostrar elementos de lista
1679;pjAdminEmployees_pjActionSaveEmployee;Save employee;Guardar empleado
1680;pjAdminEmployees_pjActionTime;Working Time;Horario de trabajo
1681;pjAdminEmployees_pjActionSetTime;Create Working Time;Crear horario de trabajo
1682;pjAdminEmployees_pjActionSaveTime;Save time;Ahorrar tiempo
1683;pjAdminEmployees_pjActionGetDayOff;Custom Working Time;Horario de trabajo personalizado
1684;pjAdminEmployees_pjActionCheckDayOff;Check day off;Compruebe el día libre
1685;pjAdminEmployees_pjActionSetDayOff;Create/Update Custom Working Time;Crear/actualizar horario de trabajo personalizado
1686;pjAdminEmployees_pjActionDeleteDayOff;Delete single Custom Working Time;Eliminar solo horario de trabajo personalizado
1687;pjAdminEmployees_pjActionDeleteDayOffBulk;Delete Multiple Custom Working Times;Eliminar múltiples horario de trabajo personalizados
1688;pjAdminEmployees_pjActionGetUpdate;Update Custom Working Time;Actualizar el horario de trabajo personalizado
1689;pjAdminReports;Report Menu;Menú Informe
1690;pjAdminReports_pjActionEmployees;Report employee;Informe empleado
1691;pjAdminReports_pjActionGetEmployee;Get employee;Obtener empleado
1692;pjAdminReports_pjActionServices;Report service;Informe de servicio
1693;pjAdminReports_pjActionGetService;Get service;Obtener servicio
1694;pjAdminReports_pjActionPrint;Print;Imprimir
1695;pjAdminOptions;Options Menu;Menú de opciones
1696;pjAdminOptions_pjActionBooking;Reservation Options;Opciones de reserva
1697;pjAdminOptions_pjActionPayments;Payment Options;Opciones de pago
1698;pjAdminOptions_pjActionBookingForm;Reservation Form;Formulario de reserva
1699;pjAdminOptions_pjActionNotifications;Notifications;Notificación
1700;pjAdminOptions_pjActionTerm;Terms & Conditions;Términos y Condiciones
1701;pjAdminOptions_pjActionReminder;Reminder Options;Opciones de recordatorio
1702;pjAdminTime;Working Time Menu;Menú de horario de trabajo
1703;pjAdminTime_pjActionIndex;Default Working Time;Horario de trabajo predeterminado
1704;pjAdminTime_pjActionSetTime;Create Working Time;Crear horario de trabajo
1705;pjAdminTime_pjActionSaveTime;Save time;Ahorrar tiempo
1706;pjAdminTime_pjActionGetDayOff;Custom Working Time;Horario de trabajo personalizado
1707;pjAdminTime_pjActionCheckDayOff;Check day off;Compruebe el día libre
1708;pjAdminTime_pjActionSetDayOff;Create/Update Custom Working Time;Crear/actualizar horario de trabajo personalizado
1709;pjAdminTime_pjActionDeleteDayOff;Delete single Custom Working Time;Eliminar solo horario de trabajo personalizado
1710;pjAdminTime_pjActionDeleteDayOffBulk;Delete Multiple Custom Working Times;Eliminar múltiples horarios de trabajo personalizados
1711;pjAdminTime_pjActionGetUpdate;Update Custom Working Time;Actualizar el horario de trabajo personalizado
1712;pjAdminOptions_pjActionPreview;Preview Menu;Menú Vista Previa
1713;pjAdminOptions_pjActionInstall;Integration Code Menu;Menú de código de integración
1714;payment_methods_ARRAY_cash;Cash;Efectivo
1715;gridTotalPrefix;of;de
1716;gridTotalSuffix;total;total
1717;gridShow;Show;Mostrar
1718;gridEmptyDate;(empty date);(fecha vacía)
1719;gridInvalidDate;(invalid date);(fecha inválida)
1720;enum_arr_ARRAY_confirmed;Confirmed;Confirmar
1721;enum_arr_ARRAY_pending;Pending;Pendiente
1722;enum_arr_ARRAY_cancelled;Cancelled;Cancelar
1723;enum_arr_ARRAY_1;No;No
1724;enum_arr_ARRAY_2;Yes;Sí
1725;enum_arr_ARRAY_3;Yes (required);Sí (requerido)
1726;enum_arr_ARRAY_amount;Amount;Cantidad
1727;enum_arr_ARRAY_percent;Percent;Porcentaje
1728;pjBaseBackup_pjActionAutoBackup;Create automatic back-ups for database and files;Crear copias de seguridad automáticas para bases de datos y archivos
1729;pjCron_pjActionIndex;Send Email and SMS reminders;Enviar recordatorios por correo electrónico y SMS
1730;script_name;Appointment Scheduler;Programador de citas
1731;wt_title_over;Warning;Advertencia
1732;wt_body_over;Do you want to overwrite current working time?;¿Desea sobrescribir el horario de trabajo actual?
1733;invalid_lunch_selected_time;Lunch Break From must precede Lunch Break To;Pausa para el almuerzo Debe preceder Pausa para el almuerzo A
1734;minutes_lowercase;minutes;minuto
1735;hours_lowercase;hours;hora
1736;invalid_lunch_time;Lunch Break hours you have set are not within the Working Time hours;Las horas de descanso para el almuerzo que ha establecido no están dentro de las horas de horario de trabajo
1737;overwrite_title;Warning;Advertencia
1738;overwrite_body;There is a Confirmed booking with same time!;Hay una reserva confirmada en el mismo horario!
1739;opt_o_reminder_cron_text;You need to set CRON jobs. Please, go to System Options - Cron jobs and follow the instructions.;Necesita establecer CRON Jobs. Por favor, vaya a Opciones del sistema - Cron Jobs y siga las instrucciones.
1740;tabPaymentOptions;Payment Options;Opciones de pago
1741;infoPaymentOptionsTitle;Payment Options;Opciones de pago
1742;infoPaymentOptionsBody;Edit the options for the supported payment gateways and then click Save.;Edite las opciones de las pasarelas de pago admitidas y, a continuación, haga clic en Guardar.
1743;allow_payment_method_ARRAY_1;Yes;Sí
1744;allow_payment_method_ARRAY_0;No;No
1745;plugin_payments_add_payment_gateways;Add other Payment Gateways;Añadir otras pasarelas de pago
1746;plugin_payments_active_payment_gateways;Active Payment Gateways;Pasarelas de pago activas
1747;plugin_paypal_dt;Date/Time;Fecha/Hora
1748;plugin_paypal_mc_gross;MC Gross;MC bruto
1749;plugin_paypal_mc_currency;MC Currency;Moneda MC
1750;plugin_paypal_payer_email;Payer email;Correo electrónico del pagador
1751;plugin_paypal_txn_type;Txn type;Tipo de Txn
1752;plugin_paypal_txn_id;Txn ID;ID de Txn
1753;plugin_paypal_subscr_id;Subscription ID;ID de suscripción
1754;plugin_paypal_foreign_id;Foreign ID;Identificación extranjera
1755;plugin_paypal_btn_close;Close;Cerca
1756;plugin_paypal_info_title;Transaction details;Detalles de la transacción
1757;plugin_paypal_btn_view;View;Vista
1758;plugin_paypal_menu_ipn;IPN;IPN
1759;plugin_paypal_payment_title;PayPal payment;Pago de PayPal
1760;plugin_paypal_allow;Allow PayPal payments;Permitir pagos de PayPal
1761;plugin_paypal_merchant_email;PayPal address:;Dirección de PayPal:
1762;plugin_paypal_merchant_email_text;Enter the email address associated with your PayPal account.;Introduzca la dirección de correo electrónico asociada a su cuenta PayPal.
1763;payment_plugin_messages_ARRAY_paypal;Your order is saved. Redirecting to PayPal...;Su pedido se guarda. Redirigir a PayPal...
1764;plugin_paypal_payment_label;Label;Etiqueta
1765;plugin_paypal_yesno_ARRAY_T;Yes;Sí
1766;plugin_paypal_yesno_ARRAY_F;No;No
1767;plugin_authorize_currency_supported;Please, make sure that currency you have in your Authorize.net account is %s;Asegúrese de que la moneda que tiene en su cuenta de Authorize.net sea %s
1768;plugin_authorize_currency_not_supported;%s currency you have selected is not supported by Authorize.net;La moneda %s que ha seleccionado no es compatible con Authorize.net
1769;plugin_authorize_payment_title;Authorize.NET payment;Pago de Authorize.NET
1770;plugin_authorize_allow;Allow Authorize.net payments;Permitir pagos de Authorize.net
1771;plugin_authorize_merchant_id;Authorize.Net merchant ID:;ID de comerciante de Authorize.Net:
1772;plugin_authorize_merchant_id_text;This is your Authorize.Net merchant ID.;Esta es su identificación de comerciante Authorize.Net.
1773;plugin_authorize_public_key;Authorize.Net transaction key:;Clave de transacción Authorize.Net:
1774;plugin_authorize_public_key_text;This is your Authorize.Net transaction key.;Esta es su clave de transacción Authorize.Net.
1775;plugin_authorize_tz;Authorize.Net time zone:;Authorize.Net la zona horaria:
1776;plugin_authorize_tz_text;Enter the time zone that your Authorize.Net account uses.;Introduzca la zona horaria que utiliza su cuenta de Authorize.Net.
1777;plugin_authorize_private_key;Authorize.Net signature key;Clave de firma Authorize.Net
1778;plugin_authorize_private_key_text;This is your Authorize.Net signature key.;Esta es su clave de firma Authorize.Net.
1779;payment_plugin_messages_ARRAY_authorize;Your order is saved. Redirecting to Authorize.Net...;Su pedido se guarda. Redirigir a Authorize.Net...
1780;payment_methods_ARRAY_authorize;Authorize.NET;Método de codificación de datos:
1781;plugin_authorize_payment_label;Label;Etiqueta
1782;plugin_authorize_yesno_ARRAY_T;Yes;Sí
1783;plugin_authorize_yesno_ARRAY_F;No;No
1784;payment_methods_ARRAY_2checkout;2checkout;2checkout
1785;plugin_2checkout_payment_title;2checkout payment;Pago 2checkout
1786;plugin_2checkout_allow;Allow 2checkout payments;Permitir pagos de 2checkout
1787;plugin_2checkout_merchant_id;2checkout merchant ID:;Identificación del comerciante de 2checkout:
